outcome,policy,h,theta_A,P_A,lo,hi,se_theta_A,ci_theta_lo,ci_theta_hi,im_lo,im_hi,lam_star
pce,1,22,0.052535614224837573,0.6691729323308271,-1.318070167777018,1.0911826637635078,0.262405812605787,-0.49317088078594834,0.34184962662196805,-1.8388494885776931,1.490363380084572,0.1588008339068954
pce,1,23,0.11489119440027624,0.6691729323308271,-1.314325645459926,1.1336514290491515,0.2752288410517618,-0.45303940138458243,0.4667697689798421,-1.8668979529445222,1.531651362967,0.34728474670992593
pce,1,24,0.0823721425788863,0.6691729323308271,-1.379751514082452,1.1477040465899673,0.28769728256368005,-0.5109469612253497,0.4190111705537459,-1.9473323443571922,1.566789158489908,0.24898852188617904
pce,-1,1,0.11746676178555239,0.593984962406015,-0.5028485656216789,0.4616577819941185,0.07468562960470758,0.05180574608924268,0.2752348641001334,-0.6898786478866554,0.5826664057620831,0.2893162836570086
pce,-1,2,0.18910663774718497,0.593984962406015,-0.7501062809579813,0.6531176172247447,0.11843951746723229,0.07951384942314521,0.45103694565559993,-1.034357366036366,0.8248241207365541,0.4657626448217703
pce,-1,3,0.32118679731853655,0.593984962406015,-0.9607646698358394,0.9023979538774836,0.14644506793044998,0.19596265243904615,0.6487462055242126,-1.3459924523622977,1.1184790092590837,0.7910711859882472
pce,-1,4,0.34844985860685557,0.593984962406015,-0.99188843099268,0.9500706826583964,0.1481456000602883,0.2356988855465365,0.6862819665883622,-1.3941547714008433,1.1755247918912404,0.8582190961983663
pce,-1,5,0.300577296722149,0.593984962406015,-1.134891479938193,1.0325988909419435,0.1544196852705657,0.16913540833476015,0.6485140709168221,-1.566525066149395,1.2934691612304157,0.7403107493341816
pce,-1,6,0.34786727651378685,0.593984962406015,-1.1528193613863464,1.0852584579885023,0.1828130250755902,0.1997499901944409,0.7827057055456437,-1.6093974991314774,1.3604035345855636,0.8567842180802526
pce,-1,7,0.3639581834377694,0.593984962406015,-1.114555308142633,1.1248658714763313,0.19069638894486823,0.22004617790758796,0.8243601411998858,-1.5692184793320552,1.4083819543109657,0.896415525874506
pce,-1,8,0.4737972119905216,0.593984962406015,-1.1558139788005644,1.2920384319170852,0.25042370977377665,0.2983205315886598,1.0752386097823898,-1.6664095750271313,1.6162294951602174,1.166944985087766
pce,-1,9,0.5997423217374889,0.593984962406015,-1.12956127671388,1.5308242057988641,0.29005714910446057,0.38687260224278397,1.2446092795864534,-1.6770991368845451,1.9041108315115272,1.4771431257608518
pce,-1,10,0.7478346293417989,0.593984962406015,-1.0797842296099307,1.7787067165002064,0.34311909351485087,0.48397438532957127,1.5058045780703135,-1.6720038815357339,2.2017294052556546,1.8418889944899857
pce,-1,11,0.7856647663963948,0.593984962406015,-0.9552724465402218,1.8350659693821998,0.3648834902249121,0.5221131943456772,1.6176640368534263,-1.534974514757979,2.2730820147316377,1.9350632209392682
pce,-1,12,0.8046790707522089,0.593984962406015,-0.9506705989325099,1.8862431239389772,0.3755040098650662,0.5121694298365276,1.661271795263922,-1.5372181892573362,2.3388818953497696,1.9818947483341438
pce,-1,13,0.8131261388442126,0.593984962406015,-0.9016809677907328,1.9911545299248914,0.3926072694490674,0.49427522304186056,1.7017211168753952,-1.4897750024605387,2.4717874994050186,2.002699564190375
pce,-1,14,0.7837935076475199,0.593984962406015,-0.9362632783697395,1.9837577900689616,0.376488745769394,0.46719567671861406,1.6386047280875362,-1.5224059760340358,2.464324783025056,1.930454379946669
pce,-1,15,0.8023858599684124,0.593984962406015,-0.8758570171570776,1.9582963850593522,0.35816787512051745,0.5171249459113934,1.6271823333487812,-1.452037474818528,2.427735562284392,1.9762466551073856
pce,-1,16,0.8055286910486332,0.593984962406015,-0.9011157532531922,1.9308297543990862,0.35449748123214686,0.5098768433858061,1.6284333745449708,-1.4979666309741448,2.410178954512314,1.9839873316568184
